GEOID,STATEFP,COUNTYFP,pc_park
01055010700,01,055,4.423
01055001300,01,055,3.706
01055000900,01,055,1.037
01055001700,01,055,0.51
01055010501,01,055,9.279
01055010300,01,055,0
01055000600,01,055,0.795
01055010502,01,055,2.098
01055010100,01,055,0.041
01055000300,01,055,0.51
01055000700,01,055,3.017
01055001600,01,055,15.63
01055000400,01,055,5.548
01055000800,01,055,10.283
01055001100,01,055,18.567
01055010900,01,055,0
01107050400,01,107,2.571
01113030402,01,113,3.634
01107050000,01,107,0
01107050300,01,107,0
01107050100,01,107,0
01107050200,01,107,0.269
01127020100,01,127,0.081
01127021500,01,127,0
01127020800,01,127,0
01127021200,01,127,5.185
01127021700,01,127,0.033
01127021600,01,127,1.148
01127021900,01,127,0.045
01127020300,01,127,0.285
01001020802,01,001,0.059
01045020802,01,045,0
01045020000,01,045,0
01077011102,01,077,0
01127021400,01,127,0.372
01127020600,01,127,0.419
01127021800,01,127,0.011
01127021000,01,127,0
01127020700,01,127,0
01127020900,01,127,0.002
01127020200,01,127,0.557
01127021100,01,127,0
01127021300,01,127,19.317
01127020400,01,127,2.429
01067030400,01,067,0.073
01067030600,01,067,0.082
01067030500,01,067,0.116
01067030300,01,067,6.222
01067030100,01,067,0.075
01067030200,01,067,0
01013952900,01,013,0
01125011902,01,125,1.331
01125011402,01,125,1.264
01077010300,01,077,4.311
01077010700,01,077,12.141
01077010900,01,077,3.049
01077011000,01,077,2.209
01025958001,01,025,0
01043965402,01,043,0.619
01013953200,01,013,0.028
01013953500,01,013,0.017
01013953000,01,013,0.009
01013953300,01,013,0
01013952700,01,013,0
01013953100,01,013,0.3
01013953400,01,013,0.035
01097003902,01,097,0.254
01027958900,01,027,30.795
01027959200,01,027,27.424
01027959100,01,027,0
01097000500,01,097,1.399
01097003301,01,097,3.437
01097006402,01,097,1.756
01097007102,01,097,0.393
01073002100,01,073,26.036
01115040201,01,115,2.489
01115040502,01,115,0
01111000300,01,111,1.94
01111000400,01,111,0.003
01111000500,01,111,0.101
01097000800,01,097,3.963
01097003204,01,097,1.892
01097002301,01,097,0.713
01117030314,01,117,1.119
01117030317,01,117,4.24
01117030319,01,117,0.3
01081040300,01,081,3.361
01097002302,01,097,3.487
01097006902,01,097,0.148
01081040700,01,081,0
01081041300,01,081,1.93
01089010401,01,089,0.049
01089000902,01,089,16.364
01089001000,01,089,0.384
01089001200,01,089,1.646
01069040700,01,069,0
01069041000,01,069,1.045
01069041100,01,069,1.819
01069041200,01,069,0.685
01069041500,01,069,1.29
01069042100,01,069,0.039
01089000201,01,089,0.486
01089000202,01,089,0
01089000301,01,089,5.809
01089000302,01,089,0
01089002200,01,089,0.603
01089002722,01,089,34.641
01055011100,01,055,0.011
01055000500,01,055,4.058
01055001000,01,055,6.765
01077011501,01,077,10.755
01077011604,01,077,13.3
01077011801,01,077,0.172
01073005103,01,073,0.356
01073004902,01,073,0.584
01073011111,01,073,0.08
01073014409,01,073,0.587
01073012905,01,073,0.195
01073005909,01,073,0.03
01073012304,01,073,0
01073012305,01,073,1.642
01073004901,01,073,0
01073005104,01,073,0
01073011108,01,073,0.146
01073005910,01,073,0.715
01079979100,01,079,9.172
01079979900,01,079,57.483
01079979800,01,079,35.592
01079979700,01,079,34.896
01079979600,01,079,0
01079979400,01,079,0.016
01079979300,01,079,0
01079979200,01,079,2.918
01079979500,01,079,0
01131034800,01,131,5.122
01131035100,01,131,0.859
01131034700,01,131,4.571
01131035200,01,131,0.276
01073012915,01,073,1.393
01073012914,01,073,0
01073014412,01,073,0
01073012910,01,073,0.71
01003011406,01,003,45.025
01095030701,01,095,1.595
01095030401,01,095,0.329
01095030903,01,095,5.339
01121010101,01,121,43.448
01047956701,01,047,0
01047956702,01,047,18.458
01095030702,01,095,8.264
01095030904,01,095,0
01001020801,01,001,2.561
01081042005,01,081,2.321
01101005606,01,101,3.572
01025957601,01,025,16.324
01025957700,01,025,1.621
01021060600,01,021,0.187
01021060101,01,021,0.001
01021060500,01,021,21.376
01021060200,01,021,2.327
01021060401,01,021,0.108
01021060102,01,021,0.778
01021060300,01,021,2.249
01021060700,01,021,1.206
01021060402,01,021,0
01081042002,01,081,0.881
01081040902,01,081,0.729
01081040604,01,081,1.303
01081040603,01,081,0
01081042101,01,081,0.007
01089010901,01,089,5.988
01089011100,01,089,17.597
01097002502,01,097,1.5
01097005300,01,097,21.919
01097005600,01,097,2.049
01097006000,01,097,3.125
01097006103,01,097,2.886
01097006802,01,097,0.061
01097007000,01,097,0.922
01097000200,01,097,2.16
01097000401,01,097,0.084
01097000402,01,097,0
01097000600,01,097,0
01097005400,01,097,2.56
01081041400,01,081,0.412
01081041600,01,081,0.516
01081041200,01,081,0.142
01097002400,01,097,0.466
01097003708,01,097,0
01003011102,01,003,3.805
01097003710,01,097,2.869
01097002501,01,097,1.888
01097003205,01,097,0
01097003302,01,097,1.772
01097003402,01,097,5.922
01117030320,01,117,0.464
01117030604,01,117,1.412
01117030701,01,117,0.442
01097003405,01,097,0
01097003406,01,097,0.236
01097003901,01,097,2.6
01117030315,01,117,0.541
01097000701,01,097,3.804
01097000702,01,097,0
01097002600,01,097,2.741
01097003408,01,097,0.278
01097004000,01,097,0.157
01097004100,01,097,2.664
01099075900,01,099,2.014
01099076000,01,099,0
01099075800,01,099,0.024
01097002700,01,097,2.994
01099076100,01,099,0.487
01099075700,01,099,4.499
01099076200,01,099,2.189
01099075600,01,099,0.063
01117030331,01,117,3.774
01117030800,01,117,1.877
01117030609,01,117,0
01117030608,01,117,1.626
01117030607,01,117,1.523
01117030304,01,117,0.993
01117030316,01,117,1.847
01117030305,01,117,0
01117030605,01,117,0
01117030330,01,117,0
01117030303,01,117,8.021
01117030306,01,117,4.288
01097001100,01,097,8.626
01097000901,01,097,2.476
01097000902,01,097,0
01097000903,01,097,0
01097001001,01,097,1.367
01097001002,01,097,3.412
01097001302,01,097,3.781
01053970100,01,053,0.092
01097001400,01,097,0.656
01097002800,01,097,0.959
01073014001,01,073,0.33
01073014410,01,073,0.426
01101002201,01,101,0
01101002202,01,101,0
01101002300,01,101,12.861
01101002400,01,101,0.61
01101002500,01,101,2.579
01101002600,01,101,0.512
01103000200,01,103,45.068
01101002700,01,101,0
01101002900,01,101,1.631
01101003000,01,101,3.158
01101003100,01,101,0
01101003200,01,101,1.082
01103005101,01,103,14.525
01103005105,01,103,4.727
01103005600,01,103,0
01103005500,01,103,0.182
01103005405,01,103,6.537
01019955701,01,019,13.111
01101005609,01,101,0
01003011407,01,003,19.066
01015001600,01,015,0
01039961600,01,039,2.048
01039962100,01,039,1.057
01039962400,01,039,3.898
01039962600,01,039,4.171
01039961800,01,039,0.156
01039961900,01,039,0.361
01039962300,01,039,2.342
01039963000,01,039,0.24
01039961700,01,039,0.402
01039962700,01,039,0.332
01053969900,01,053,0.296
01053970400,01,053,0.945
01053970500,01,053,2.195
01053970300,01,053,1.847
01053969800,01,053,14.779
01053970600,01,053,8.315
01053970700,01,053,0.369
01053970200,01,053,4.569
01001020700,01,001,4.209
01101001700,01,101,0.463
01101001800,01,101,0.868
01101001900,01,101,0
01101002000,01,101,0.102
01101002100,01,101,0
01001020200,01,001,2.986
01001020900,01,001,0.51
01001020600,01,001,0.543
01001020100,01,001,0.844
01121010301,01,121,0.174
01001020400,01,001,0.731
01045020500,01,045,1.934
01045020700,01,045,0.067
01045021400,01,045,0.226
01019955702,01,019,8.341
01011952500,01,011,0
01111000600,01,111,2.784
01027959000,01,027,0.974
01081042003,01,081,0
01081042102,01,081,1.27
01121010600,01,121,0.524
01121010302,01,121,6.699
01081040901,01,081,2.242
01019955800,01,019,4.592
01019955900,01,019,6.395
01019956100,01,019,5.366
01019956000,01,019,10.227
01123962502,01,123,2.932
01123962300,01,123,3.982
01123962400,01,123,1.324
01123962200,01,123,3.686
01123962000,01,123,1.195
01101005610,01,101,0
01103000300,01,103,6.188
01103000400,01,103,24.735
01103000600,01,103,2.601
01103000700,01,103,0.694
01103000800,01,103,3.788
01103000900,01,103,10.863
01103001000,01,103,2.903
01103005303,01,103,0.201
01033020200,01,033,22.74
01033020300,01,033,0.337
01033020400,01,033,20.585
01033020500,01,033,3.712
01037961200,01,037,2.517
01037961100,01,037,14.232
01037961000,01,037,0
01109188900,01,109,0.035
01109188700,01,109,0.36
01109188800,01,109,0.073
01109189000,01,109,0.766
01109188600,01,109,1.085
01109189300,01,109,0.066
01109189200,01,109,0.096
01109189100,01,109,0.594
01073005905,01,073,0.297
01073005907,01,073,1.161
01073005908,01,073,0
01047957200,01,047,5.246
01047956201,01,047,2.322
01117030337,01,117,73.1
01117030704,01,117,7.981
01073010001,01,073,0.317
01073010002,01,073,0.852
01073010200,01,073,0.83
01073010301,01,073,4.054
01073010302,01,073,0.307
01073010401,01,073,3.791
01081042004,01,081,0
01073010402,01,073,0
01073010602,01,073,0.938
01097004800,01,097,4.206
01073010603,01,073,0
01073010701,01,073,0
01073010702,01,073,1.676
01073010703,01,073,0
01097003501,01,097,37.828
01097004900,01,097,0.089
01097005000,01,097,0
01097001501,01,097,0
01097001800,01,097,3.838
01015001300,01,015,0.081
01015001201,01,015,0.81
01015000500,01,015,0
01015000800,01,015,1.579
01097003502,01,097,0
01097005100,01,097,2.275
01097005200,01,097,3.212
01097002900,01,097,0.529
01097003602,01,097,2.551
01097003605,01,097,0
01097003606,01,097,0
01097003608,01,097,0
01097003703,01,097,0
01097006403,01,097,0
01097001901,01,097,0
01097001902,01,097,2.124
01073010704,01,073,0
01073010705,01,073,0.33
01073010706,01,073,4.213
01073010801,01,073,0.056
01089001401,01,089,5.991
01087232300,01,087,2.285
01087231900,01,087,1.259
01087231700,01,087,0.541
01087232200,01,087,0.699
01087232000,01,087,0.087
01087231500,01,087,13.359
01087231400,01,087,2.41
01087231800,01,087,6.473
01047956202,01,047,8.051
01051030800,01,051,5.159
01101005408,01,101,1.394
01101005611,01,101,0
01101005608,01,101,0
01101005503,01,101,0
01101005501,01,101,1.079
01101005504,01,101,1.735
01101005502,01,101,0
01101005612,01,101,0
01133965502,01,133,14.8
01081040500,01,081,4.097
01133965501,01,133,57.747
01133965503,01,133,1.811
01073014408,01,073,0.863
01073011301,01,073,0.534
01073012703,01,073,1.075
01081040800,01,081,4.405
01081041000,01,081,0.282
01097007300,01,097,12.003
01123962700,01,123,1.963
01123962600,01,123,0
01123962100,01,123,0
01101005409,01,101,4.517
01101005607,01,101,3.681
01125012600,01,125,1.64
01125012800,01,125,3.751
01125011703,01,125,2.767
01125012503,01,125,0
01051030901,01,051,0.122
01097005900,01,097,0.059
01097006104,01,097,0.234
01097005500,01,097,2.112
01097007101,01,097,1.321
01097003404,01,097,0
01097006600,01,097,16.867
01097006801,01,097,0
01097006301,01,097,0.029
01097002000,01,097,2.526
01097001502,01,097,0
01097001200,01,097,3.217
01015000400,01,015,1.153
01097003607,01,097,0
01097006200,01,097,0.004
01097005800,01,097,5.499
01097003709,01,097,4.853
01097006105,01,097,2.018
01097006901,01,097,0
01097006102,01,097,0
01097003407,01,097,0.213
01097002200,01,097,3.205
01097003800,01,097,59.229
01097003000,01,097,0.87
01097005700,01,097,11.18
01097007103,01,097,2.174
01097006302,01,097,0
01015000200,01,015,1.414
01015002101,01,015,0.219
01015001700,01,015,1.006
01015001100,01,015,16.446
01015002200,01,015,24.419
01031010200,01,031,0.171
01015000300,01,015,0
01089010623,01,089,0
01025958002,01,025,6.882
01031010900,01,031,0
01031010500,01,031,0.312
01031011000,01,031,0
01031010800,01,031,0
01031011300,01,031,0
01031010600,01,031,0.497
01031010700,01,031,0.144
01031011201,01,031,1.322
01031010300,01,031,0.15
01031010400,01,031,0.263
01031010100,01,031,0
01113030901,01,113,0.466
01097007600,01,097,0
01113031000,01,113,0
01113031200,01,113,1.247
01113030902,01,113,14.882
01113030800,01,113,3.55
01113031100,01,113,1.294
01073011001,01,073,0.996
01113030200,01,113,5.543
01113030300,01,113,3.425
01113030500,01,113,0
01113030600,01,113,1.832
01031011100,01,031,2.189
01031011202,01,031,0
01113030700,01,113,0.505
01083020801,01,083,0
01083020500,01,083,0.624
01083020300,01,083,2.708
01083020802,01,083,0.057
01083020401,01,083,12.649
01083021100,01,083,15.058
01073011109,01,073,6.521
01073014002,01,073,0.557
01073014413,01,073,1.063
01073011002,01,073,1.74
01073012704,01,073,0.371
01073012803,01,073,2.389
01073011110,01,073,0
01073011302,01,073,1.252
01035960400,01,035,0
01035960600,01,035,0.336
01035960300,01,035,0
01035960500,01,035,0
01125010101,01,125,1.122
01009050601,01,009,2.084
01047956900,01,047,5.312
01125010102,01,125,11.685
01125010500,01,125,2.904
01125012405,01,125,0.273
01125010406,01,125,0.351
01125010703,01,125,0.171
01125010204,01,125,0
01125010405,01,125,3.853
01125010602,01,125,1.068
01125010201,01,125,0
01125012305,01,125,0
01125010301,01,125,6.939
01125012501,01,125,2.042
01125010802,01,125,0.123
01125012403,01,125,0
01125010404,01,125,3.379
01125012700,01,125,0
01097007500,01,097,0
01089001301,01,089,0
01125010303,01,125,1.909
01125010407,01,125,0
01125010701,01,125,19.671
01125010803,01,125,0.238
01125010203,01,125,0
01125012303,01,125,9.949
01125012502,01,125,2.236
01125010103,01,125,2.462
01125010202,01,125,0
01125010302,01,125,8.157
01125010403,01,125,0
01125011200,01,125,3.909
01125010601,01,125,1.699
01125010702,01,125,0.231
01125010804,01,125,0.067
01065040000,01,065,32.693
01065040200,01,065,3.012
01065040300,01,065,0
01065040100,01,065,0.231
01065040500,01,065,1.255
01065040400,01,065,8.796
01071950900,01,071,26.342
01071951000,01,071,7.691
01071950100,01,071,11.736
01071950600,01,071,3.756
01071950200,01,071,8.788
01071950400,01,071,19.414
01071950700,01,071,12.413
01071950300,01,071,32.272
01071950500,01,071,0.843
01071951100,01,071,8.698
01049960400,01,049,0
01051030902,01,051,0
01051030702,01,051,2.554
01051030701,01,051,1.06
01049960900,01,049,0.009
01049960500,01,049,0.845
01049960800,01,049,0.223
01117980000,01,117,97.406
01049960200,01,049,0.081
01049961000,01,049,5.88
01049960600,01,049,0.062
01049961100,01,049,0.027
01049961400,01,049,3.116
01049960100,01,049,0.076
01049961200,01,049,0.3
01049961300,01,049,28.551
01049960700,01,049,0.202
01049960300,01,049,0.691
01061050300,01,061,0.818
01071950800,01,071,14.105
01061050100,01,061,7.4
01061050600,01,061,0
01061050400,01,061,0.277
01061050500,01,061,0.038
01061050200,01,061,0.387
01073012103,01,073,0.145
01073014204,01,073,0.013
01073014301,01,073,0
01073010802,01,073,6.198
01073014203,01,073,3.919
01073014104,01,073,2.072
01073010500,01,073,0.501
01073014404,01,073,0
01073003200,01,073,2.981
01073011705,01,073,0.554
01073011706,01,073,2.634
01073012701,01,073,0.994
01073005600,01,073,1.596
01073012602,01,073,3.015
01073012104,01,073,1.322
01073011107,01,073,0.157
01073010803,01,073,3.777
01073005000,01,073,13.986
01073012403,01,073,1.482
01073011400,01,073,1.069
01073010805,01,073,1.254
01073012302,01,073,0.924
01073011901,01,073,0.35
01073011205,01,073,2.083
01073011703,01,073,0
01073011210,01,073,0
01073011600,01,073,0.57
01073010100,01,073,1.365
01015000700,01,015,1.319
01089001302,01,089,0
01089003000,01,089,0
01089003100,01,089,2.485
01073014102,01,073,1.931
01089010624,01,089,0
01117030333,01,117,0.809
01015981902,01,015,0
01015000900,01,015,0.039
01015002103,01,015,2.672
01015002400,01,015,3.244
01015001400,01,015,0.039
01015000600,01,015,18.63
01015002600,01,015,2.268
01047956800,01,047,0
01015001000,01,015,0.268
01015002000,01,015,31.19
01015001800,01,015,0.158
01015002102,01,015,9.691
01015981903,01,015,99.303
01015002501,01,015,0.053
01015002502,01,015,0
01015001500,01,015,9.718
01015002300,01,015,0.215
01015001202,01,015,43.07
01089011014,01,089,1.147
01063060100,01,063,1.394
01063060000,01,063,0.398
01063060200,01,063,5.723
01113030401,01,113,10.825
01073013601,01,073,0
01073013801,01,073,0.352
01073013901,01,073,2.348
01073013902,01,073,0
01073014105,01,073,0
01073000500,01,073,6.156
01073000700,01,073,1.211
01073014405,01,073,0
01073000800,01,073,1.532
01073001100,01,073,1.66
01073001200,01,073,1.038
01073001400,01,073,4.459
01073001500,01,073,3.543
01073001600,01,073,4.097
01089001902,01,089,8.225
01089010800,01,089,14.003
01089010701,01,089,2.587
01089010301,01,089,0.394
01089010302,01,089,0.318
01089010200,01,089,0.119
01089001901,01,089,0.073
01089011021,01,089,3.715
01089011200,01,089,17.407
01089001801,01,089,46.673
01089011011,01,089,0.729
01089011022,01,089,0.679
01089010622,01,089,0
01089011400,01,089,0.685
01089000403,01,089,9.14
01089010502,01,089,0.698
01089010501,01,089,0.182
01089000901,01,089,5.35
01089002921,01,089,5.351
01059972900,01,059,0.262
01089000602,01,089,0.816
01089010612,01,089,0.728
01089010702,01,089,0.258
01059973600,01,059,3.359
01059973300,01,059,0.393
01059973500,01,059,1.768
01059973100,01,059,3.309
01059973700,01,059,3.194
01059973400,01,059,1.332
01059973000,01,059,0.553
01003010905,01,003,0.397
01059973200,01,059,0.267
01087231602,01,087,10.4
01087231601,01,087,0.187
01087231603,01,087,0.61
01003010904,01,003,0.671
01003011501,01,003,1.268
01003011403,01,003,0.933
01003011405,01,003,2.054
01011952100,01,011,18.855
01011952200,01,011,1.089
01069040302,01,069,0
01069040301,01,069,0.45
01003010400,01,003,10.047
01003010701,01,003,52.21
01003011201,01,003,2.481
01003010800,01,003,0.735
01003010703,01,003,0.025
01003011000,01,003,0.081
01003010300,01,003,22.746
01003010500,01,003,0.53
01003011300,01,003,8.671
01003010704,01,003,0
01033020801,01,033,9.574
01003010100,01,003,16.6
01003011602,01,003,9.584
01003010705,01,003,0.695
01033020802,01,033,0.007
01033021000,01,033,29.032
01033020701,01,033,12.808
01003010600,01,003,0.122
01033020100,01,033,12.312
01003011401,01,003,3.051
01003010200,01,003,0
01085781000,01,085,11.623
01073001902,01,073,3.346
01073002000,01,073,42.981
01073002200,01,073,0
01073002303,01,073,1.124
01073002305,01,073,2.281
01073002306,01,073,0
01073002400,01,073,2.032
01073002700,01,073,1.382
01073002900,01,073,4.592
01073003001,01,073,0
01073003002,01,073,10.874
01073003100,01,073,2.145
01073003300,01,073,2.86
01073003400,01,073,5.325
01085781100,01,085,0.512
01085780800,01,085,0.125
01085781200,01,085,0
01073004500,01,073,0.992
01073003500,01,073,1.093
01073003600,01,073,0
01073003802,01,073,2.556
01073003803,01,073,0
01073003900,01,073,2.917
01073004000,01,073,3.39
01073004200,01,073,1.356
01041963600,01,041,0.058
01041963900,01,041,0.244
01041963800,01,041,0.102
01041963400,01,041,0
01041963700,01,041,0.038
01041963500,01,041,0
01045021300,01,045,0.529
01045021101,01,045,0.079
01045021102,01,045,0.458
01045020300,01,045,0.306
01045020400,01,045,0.545
01045020200,01,045,0.194
01045020100,01,045,0.068
01045021200,01,045,0.252
01101005102,01,101,1.26
01073004701,01,073,4.123
01073004702,01,073,18.094
01073004800,01,073,2.005
01073005101,01,073,0
01073005200,01,073,0.943
01073005302,01,073,7.313
01073005500,01,073,0.065
01073005701,01,073,5.025
01073005702,01,073,0
01073005800,01,073,1.47
01073005903,01,073,8.388
01089002801,01,089,0.719
01101006000,01,101,2.85
01101000300,01,101,8.684
01101002800,01,101,0
01101005406,01,101,1.605
01101006100,01,101,1.724
01101005603,01,101,0
01101005402,01,101,0.413
01101005700,01,101,0
01101005101,01,101,2.572
01101005800,01,101,0
01101001400,01,101,1.508
01101001300,01,101,0
01101005604,01,101,0
01101000100,01,101,7.514
01101000200,01,101,0
01101000400,01,101,1.254
01101000500,01,101,3.961
01101000600,01,101,10.036
01101000700,01,101,0.143
01101000900,01,101,3.259
01101001000,01,101,4.475
01121010202,01,121,3.471
01121010102,01,121,11.111
01121010201,01,121,2.622
01121010400,01,121,36.695
01101001100,01,101,0.874
01101001200,01,101,1.451
01077010600,01,077,2.597
01101001500,01,101,0.14
01101001600,01,101,0.763
01073012911,01,073,0
01073012802,01,073,0.046
01073012913,01,073,4.486
01073012912,01,073,0
01073011904,01,073,0.029
01029959600,01,029,50.7
01029959700,01,029,30.313
01029959500,01,029,33.547
01029959800,01,029,0.26
01093964400,01,093,7.088
01017953900,01,017,2.262
01009050602,01,009,0.473
01093964600,01,093,5.144
01093964100,01,093,0.016
01093964200,01,093,0
01093964300,01,093,0
01093964000,01,093,1.973
01093964500,01,093,0
01093964700,01,093,0.016
01051031200,01,051,4.377
01051030300,01,051,12.522
01051030600,01,051,1.167
01051030500,01,051,0
01051031000,01,051,5.87
01051030100,01,051,2.881
01051030200,01,051,1.806
01051031300,01,051,4.802
01051031100,01,051,0
01095031100,01,095,0.655
01051030400,01,051,4.261
01075030100,01,075,0.049
01075030000,01,075,7.388
01075030200,01,075,0.009
01111000100,01,111,2.546
01111000200,01,111,0.159
01095030801,01,095,0.02
01043964400,01,043,0
01095030201,01,095,6.005
01095030902,01,095,0.004
01095030600,01,095,4.567
01043964200,01,043,0
01043965000,01,043,1.418
01043964500,01,043,0.002
01043964100,01,043,0
01043964700,01,043,0.038
01055010602,01,055,1.587
01043965600,01,043,0
01043964900,01,043,0.221
01043965700,01,043,0.069
01043965300,01,043,0.173
01095030300,01,095,6.102
01095031200,01,095,0.173
01055011002,01,055,0
01055001200,01,055,11.12
01055010800,01,055,0.103
01039962900,01,039,43.124
01055000200,01,055,7.899
01055010401,01,055,0
01123962501,01,123,4.042
01123961900,01,123,4.194
01039962500,01,039,23.433
01039962800,01,039,0.28
01039962000,01,039,0.599
01043965500,01,043,0.126
01095030802,01,095,0
01095030100,01,095,16.271
01095030500,01,095,1.574
01095030202,01,095,10.999
01095031000,01,095,0.009
01043965100,01,043,0.033
01043964600,01,043,0
01043965200,01,043,0.239
01043964300,01,043,0.288
01017954000,01,017,0.304
01017954600,01,017,1.069
01045020801,01,045,0.386
01017954200,01,017,0
01017953800,01,017,2.581
01017954500,01,017,1.427
01017954300,01,017,0.115
01017954700,01,017,0.522
01017954400,01,017,0.801
01121010700,01,121,2.855
01125011600,01,125,3.827
01125011701,01,125,0
01125011800,01,125,0.913
01023956800,01,023,0.614
01023956900,01,023,0.091
01023957000,01,023,0.634
01125012000,01,125,0.994
01125012100,01,125,2.893
01125012304,01,125,0
01125012404,01,125,0
01055010402,01,055,3.612
01055010601,01,055,0.35
01055011200,01,055,0
01055011001,01,055,0.575
01055010200,01,055,0.492
01097003100,01,097,0.757
01015981901,01,015,0
01097006404,01,097,1.072
01103005109,01,103,14.624
01103005108,01,103,1.129
01097003202,01,097,0
01097003704,01,097,0
01097003705,01,097,0.245
01097003706,01,097,19.484
01097003707,01,097,0.644
01097006405,01,097,1.455
01133965600,01,133,30.289
01133965700,01,133,12.663
01097002100,01,097,0.458
01097003203,01,097,0
01133965800,01,133,0.173
01133965900,01,133,0.188
01073003700,01,073,0
01073010804,01,073,2.904
01073011104,01,073,0
01073011206,01,073,0.001
01073011500,01,073,0.99
01073011704,01,073,0.614
01073012001,01,073,0
01073012002,01,073,0.31
01073010900,01,073,0.033
01073011207,01,073,0
01007010003,01,007,14.141
01007010004,01,007,37.2
01007010001,01,007,10.652
01073011208,01,073,0
01103005106,01,103,3.452
01073011209,01,073,5.793
01073011802,01,073,0.627
01073011803,01,073,0
01073011804,01,073,0.015
01073012200,01,073,4.114
01073014406,01,073,0
01105687000,01,105,4.999
01105686800,01,105,15.323
01073012500,01,073,0.576
01073013100,01,073,1.418
01073014302,01,073,8.516
01073000100,01,073,9.832
01073000300,01,073,0.555
01117030334,01,117,14.124
01073012401,01,073,0
01073012402,01,073,0.16
01073012906,01,073,1.817
01117030336,01,117,0.911
01005950900,01,005,37.916
01005950100,01,005,9.967
01005950600,01,005,1.77
01005950200,01,005,20.043
01005950300,01,005,0.046
01005950500,01,005,3.338
01005950400,01,005,0.96
01005950700,01,005,0.036
01005950800,01,005,3.481
01073000400,01,073,0.645
01073012907,01,073,10.128
01073012908,01,073,1.372
01073013002,01,073,16.915
01073013200,01,073,2.367
01073013300,01,073,0.869
01073013400,01,073,0
01007010002,01,007,10.381
01105687100,01,105,3.917
01095030402,01,095,0
01035960200,01,035,0.01
01103005107,01,103,0
01103005702,01,103,10.336
01103005701,01,103,0.849
01121011300,01,121,4.366
01121011100,01,121,11.666
01121011700,01,121,0
01121011500,01,121,2.198
01121010900,01,121,0.899
01121011600,01,121,20.112
01121011400,01,121,0.711
01121012000,01,121,0
01121011900,01,121,0
01121011200,01,121,2.193
01121010500,01,121,0.666
01121011000,01,121,0.065
01091972900,01,091,5.175
01091973300,01,091,0.476
01091973400,01,091,0.995
01091973000,01,091,0.83
01091973100,01,091,0
01089002922,01,089,2.6
01091973200,01,091,0
01081042006,01,081,0
01121011800,01,121,0.867
01089002912,01,089,5.569
01101005410,01,101,15.729
01101005605,01,101,0.094
01115040501,01,115,0.041
01081040200,01,081,4.133
01115040300,01,115,1.965
01115040203,01,115,0.028
01081041700,01,081,0
01081041900,01,081,1.401
01081041800,01,081,1.084
01081040602,01,081,3.147
01081041100,01,081,1.811
01081040400,01,081,6.188
01089011012,01,089,2.733
01089010902,01,089,2.02
01089011013,01,089,6.622
01089001402,01,089,0.176
01089010100,01,089,0.951
01089010402,01,089,0.184
01089010621,01,089,0
01089011300,01,089,6.68
01115040204,01,115,8.586
01117030405,01,117,0
01115040103,01,115,0.153
01115040104,01,115,0
01115040105,01,115,0.015
01115040106,01,115,0.265
01115040205,01,115,12.998
01115040401,01,115,1.545
01115040402,01,115,0.598
01083020101,01,083,0
01083020102,01,083,0
01083020202,01,083,0.794
01083020201,01,083,0
01117030332,01,117,3.036
01101005407,01,101,3.328
01057020100,01,057,0.126
01057020000,01,057,2.616
01057020400,01,057,1.016
01057020200,01,057,0.172
01117030215,01,117,0.176
01117030501,01,117,1.443
01117030407,01,117,0.143
01117030213,01,117,14.208
01117030502,01,117,0
01057020300,01,057,1.637
01117030340,01,117,0
01117030341,01,117,0
01117030342,01,117,3.447
01117030344,01,117,0.359
01117030703,01,117,0.035
01117030214,01,117,0.175
01117030406,01,117,0.546
01009050200,01,009,0.36
01129044200,01,129,13.596
01129044100,01,129,0.334
01129044000,01,129,0.069
01129043900,01,129,0.103
01129044300,01,129,0.987
01089001500,01,089,0.907
01089001700,01,089,2.068
01089001903,01,089,0
01089002000,01,089,1.653
01089002802,01,089,7.884
01089002911,01,089,2.307
01013952800,01,013,0.124
01089000501,01,089,9.788
01089000502,01,089,6.435
01089000503,01,089,1.221
01089000601,01,089,0
01089000701,01,089,0
01033020704,01,033,2.183
01033020703,01,033,1
01097006502,01,097,0
01097006501,01,097,0
01097006702,01,097,0
01097006407,01,097,0
01097006406,01,097,0
01097007202,01,097,4.024
01097007201,01,097,1.076
01097006701,01,097,0.348
01097007700,01,097,0.329
01097007400,01,097,0.71
01033020902,01,033,3.673
01033020901,01,033,0.021
01023956700,01,023,0.317
01043964800,01,043,2.11
01089000702,01,089,0.713
01087232100,01,087,0.218
01003990000,01,003,0
01101005901,01,101,0
01101003301,01,101,2.275
01101003302,01,101,0
01101005301,01,101,0
01101005302,01,101,3.649
01101005403,01,101,0
01119011500,01,119,0.267
01119011300,01,119,1.976
01119011600,01,119,0
01103005302,01,103,7.362
01103005304,01,103,1.222
01103000100,01,103,18.646
01103005103,01,103,35.167
01103005301,01,103,9.832
01103005404,01,103,18.413
01103005200,01,103,2.169
01101005902,01,101,0
01043965401,01,043,0.137
01047956400,01,047,0.21
01047956600,01,047,1.954
01083020600,01,083,0.335
01083020700,01,083,4.149
01083020900,01,083,0.426
01047956100,01,047,1.222
01047957100,01,047,1.536
01047957000,01,047,1.064
01047957300,01,047,2.26
01047956300,01,047,2.571
01047956500,01,047,3.398
01069040202,01,069,4.035
01069040900,01,069,0
01069040100,01,069,0.311
